4.634018898,-14.20790482
-0.611045837,-15.15197468
-6.063686848,-13.57186508
-10.36742401,-9.714645386
-12.6835022,-4.71083498
-13.1502161,0.201603651
-12.47585297,4.454936028
-11.11662483,8.186002731
-8.898879051,11.56969357
-5.446581841,14.2183485
-0.910034418,15.31558037
3.823291063,14.34908295
7.695350647,11.65847874
10.25054932,8.204032898
11.82392406,4.781443119
12.96986389,1.483883381
13.75060177,-2.059717178
13.63545609,-5.964413166
12.10148048,-9.68132019
9.279819489,-12.34967422
5.949346066,-13.5406971
2.876093149,-13.60736465
0.189000845,-13.27235126
-2.561537981,-12.88975811
-5.742281914,-12.15221214
-9.086576462,-10.53413963
-11.84175682,-7.980340481
-13.45602036,-5.095923901
-14.0760498,-2.630103827
-14.33253288,-0.797740638
-14.64721775,0.84814477
-14.79747963,2.865835905
-14.19389725,5.284306049
-12.5670805,7.548021317
-10.32892609,9.095789909
-8.223482132,9.950636864
-6.636497498,10.69161987
-5.290141106,11.83824348
-3.635894299,13.30037498
-1.518276691,14.47319126
0.599654436,14.87140846
2.087018728,14.62902546
2.791058064,14.33997059
3.192736626,14.41725922
3.908905506,14.65628719
5.06894207,14.46590996
6.221271515,13.51970005
6.858843803,12.13531017
6.996617317,10.98118973
7.184003353,10.42302799
7.938633442,10.20004749
9.202289581,9.766328812
10.39415932,8.925816536
11.00244141,8.081489563
11.08776379,7.833256245
11.17083836,8.351806641
11.63319397,9.192012787
12.27460384,9.7417593
12.50044632,9.830102921
11.94071293,9.85446167
10.84469986,10.30104828
9.834626198,11.17678928
9.280711174,11.96129322
8.957755089,12.13218021
8.339664459,11.70738125
7.209766388,11.23081589
5.931467533,11.21816444
5.088019371,11.6489687
4.871707916,12.03728867
4.868876934,11.99587727
4.467319012,11.68549824
3.454772472,11.66590881
2.179179668,12.30270576
1.110812664,13.35664272
0.282418966,14.18897438
-0.78873539,14.36481476
-2.607138634,14.01872063
-5.152232647,13.60421562
-7.854431152,13.30577087
-10.117136,12.74979591
-11.83296776,11.33210945
-13.35431767,8.82319355
-14.96231937,5.616781235
-16.41236305,2.364044666
-17.05252075,-0.616418123
-16.4020977,-3.530738831
-14.58809948,-6.71054697
-12.18730927,-10.06049728
-9.649031639,-12.95487404
-6.91313839,-14.70892334
-3.623746872,-15.14040279
0.299224854,-14.64071465
4.351974487,-13.69346333
7.74576664,-12.36024761
10.01337433,-10.28168392
11.29784012,-7.187857151
12.03517914,-3.366196632
12.38307667,0.423834801
12.01189613,3.515421391
10.48296738,5.798007011
7.809250832,7.607957363
4.594594479,9.181838036
1.59090519,10.26881123
-0.873165369,10.32424641
-3.004875898,9.083236694
-5.102527142,6.903513908
-7.045072079,4.506724834
-8.274324417,2.381234646
-8.299627304,0.464887619
-7.194249153,-1.57407999
-5.55587244,-3.776167154
-3.967178345,-5.664333344
-2.518843174,-6.608401775
-0.887001514,-6.404314995
1.134178877,-5.458656311
3.228743315,-4.382323742
4.730352402,-3.419595718
5.20167923,-2.309276104
4.816908836,-0.712228298
4.146173954,1.264366627
3.570701361,3.019672871
2.945041656,3.955206156
1.856502533,4.000721931
0.194415092,3.620425224
-1.589750051,3.296872854
-2.823199987,3.040132523
-3.206064701,2.439127922
-3.039400101,1.192772865
-2.85193634,-0.45431149
-2.824986458,-1.847654819
-2.625525951,-2.50011301
-1.8205235,-2.509625912
-0.424643636,-2.382966042
1.011415958,-2.458286047
1.878479481,-2.542221069
2.057205677,-2.146330833
1.9643507,-1.067433596
2.054530621,0.312992096
2.310957909,1.339707851
2.268352747,1.686735153
1.543071985,1.621980667
0.302633762,1.659463406
-0.83302021,1.973283291
-1.364960194,2.199081898
-1.364850998,1.835667133
-1.331171036,0.818567276
-1.610220671,-0.349528134
-2.00103569,-1.05933249
-1.966902852,-1.16729176
-1.229441285,-1.080003977
-0.110749245,-1.266923666
0.747326851,-1.723693848
0.997850657,-1.960457802
0.892565727,-1.530350447
0.957865477,-0.535966516
1.391608238,0.429708183
1.826057196,0.853603721
1.712973833,0.786501646
0.923313856,0.732625604
-0.078541875,1.066446781
-0.678078175,1.600742459
-0.70838964,1.769610643
-0.573384404,1.235366344
-0.769599199,0.273631096
-1.318716049,-0.478156447
-1.718983889,-0.649233162
-1.47228539,-0.479480505
-0.628385663,-0.517096281
0.235572815,-0.994239688
0.585771561,-1.548770785
0.452892661,-1.593742132
0.353793025,-0.945845127
0.699183345,-0.043493271
1.320453525,0.483545542
1.624882221,0.442863822
1.220265031,0.242679119
0.346570253,0.41745615
-0.348997593,1.02191329
-0.462272286,1.542631865
-0.222558975,1.428285003
-0.210314035,0.679377675
-0.702864766,-0.13121748
-1.347007036,-0.435465932
-1.513164997,-0.238308072
-0.960595608,-0.075757742
-0.107093573,-0.407948256
0.388955355,-1.094450593
0.296980798,-1.515809298
0.026344299,-1.219517231
0.156726122,-0.40684557
0.786475062,0.260736465
1.396558762,0.337123871
1.382888317,0.036023378
0.69680512,-0.02784586
-0.088556528,0.473297358
-0.363633156,1.197490692
-0.103806019,1.470308781
0.132341623,0.991716862
-0.171902657,0.162713915
-0.907987356,-0.321205616
-1.427139759,-0.185345173
-1.212744236,0.157298684
-0.430115223,0.073282242
0.234292507,-0.585033417
0.281347275,-1.289401054
-0.0925951,-1.373430967
-0.229206204,-0.734045506
0.261645794,0.049696445
1.053210258,0.314397812
1.420534372,-0.001890182
0.997632504,-0.314631939
0.170769691,-0.04088372
